prediction_id,model_name,date,session,ticker,predicted_rank,actual_change_pct,is_correct,calculated_at
60,claude,2026-04-24,overnight,LLY,5,-1.775,1,2026-04-28 04:45:10
31,gemini,2026-04-24,day,IMMX,1,-3.620351036122327,1,2026-04-28 04:45:07
32,gemini,2026-04-24,day,NFLX,2,-0.14043129939130505,0,2026-04-28 04:45:07
33,gemini,2026-04-24,day,SLB,3,3.349898092188023,1,2026-04-28 04:45:07
34,gemini,2026-04-24,day,CHTR,4,-22.690985028835836,1,2026-04-28 04:45:07
35,gemini,2026-04-24,day,SMCI,5,5.630218664732667,0,2026-04-28 04:45:07
51,gemini,2026-04-24,overnight,ARM,1,-8.0618,0,2026-04-28 04:45:10
52,gemini,2026-04-24,overnight,CDNS,2,1.0965,1,2026-04-28 04:45:10
53,gemini,2026-04-24,overnight,TMUS,3,-3.7144,0,2026-04-28 04:45:10
54,gemini,2026-04-24,overnight,CHTR,4,-3.0645,1,2026-04-28 04:45:10
55,gemini,2026-04-24,overnight,BP,5,-0.6054,1,2026-04-28 04:45:10
21,grok,2026-04-24,day,HCA,1,0.5720910360646803,1,2026-04-28 04:45:07
22,grok,2026-04-24,day,SLB,2,3.349898092188023,1,2026-04-28 04:45:07
23,grok,2026-04-24,day,GNTX,3,-2.251334987878226,0,2026-04-28 04:45:07
24,grok,2026-04-24,day,SCCO,4,-1.4636054424319664,1,2026-04-28 04:45:07
25,grok,2026-04-24,day,CHTR,5,-22.690985028835836,1,2026-04-28 04:45:07
46,grok,2026-04-24,overnight,CDNS,1,1.0965,1,2026-04-28 04:45:10
47,grok,2026-04-24,overnight,VZ,2,1.5524,1,2026-04-28 04:45:10
48,grok,2026-04-24,overnight,NUE,3,0.3313,0,2026-04-28 04:45:10
49,grok,2026-04-24,overnight,PSA,4,-0.9115,0,2026-04-28 04:45:10
50,grok,2026-04-24,overnight,QQQ,5,0.0527,1,2026-04-28 04:45:10
61,chatgpt,2026-04-27,day,SMCI,1,-3.39923532719299,0,2026-04-28 05:27:37
62,chatgpt,2026-04-27,day,MRNA,2,-3.8119697105659727,1,2026-04-28 05:27:37
63,chatgpt,2026-04-27,day,ARM,3,-3.8353603277067694,0,2026-04-28 05:27:37
64,chatgpt,2026-04-27,day,LLY,4,-1.122838907307162,1,2026-04-28 05:27:37
65,chatgpt,2026-04-27,day,CDNS,5,1.7290372692293856,1,2026-04-28 05:27:37
86,chatgpt,2026-04-27,overnight,CDNS,1,-1.6996,0,2026-04-28 07:09:45
87,chatgpt,2026-04-27,overnight,NUE,2,-0.4279,1,2026-04-28 07:09:45
88,chatgpt,2026-04-27,overnight,VTR,3,-1.7119,0,2026-04-28 07:09:45
89,chatgpt,2026-04-27,overnight,AMKR,4,4.3375,1,2026-04-28 07:09:45
90,chatgpt,2026-04-27,overnight,TFII,5,-0.5422,1,2026-04-28 07:09:45
76,claude,2026-04-27,day,AMD,1,-3.3754915090603688,1,2026-04-28 05:27:37
77,claude,2026-04-27,day,SMCI,2,-3.39923532719299,0,2026-04-28 05:27:37
78,claude,2026-04-27,day,CLS,3,0.2516912202198179,1,2026-04-28 05:27:37
79,claude,2026-04-27,day,LLY,4,-1.122838907307162,1,2026-04-28 05:27:37
80,claude,2026-04-27,day,AMKR,5,-4.556355493370862,0,2026-04-28 05:27:37
96,claude,2026-04-27,overnight,BP,1,1.6532,1,2026-04-28 07:09:45
97,claude,2026-04-27,overnight,CDNS,2,-1.6996,0,2026-04-28 07:09:45
98,claude,2026-04-27,overnight,AVB,3,-1.0787,1,2026-04-28 07:09:45
99,claude,2026-04-27,overnight,CLS,4,-0.2511,0,2026-04-28 07:09:45
100,claude,2026-04-27,overnight,KO,5,1.6835,1,2026-04-28 07:09:45
71,gemini,2026-04-27,day,AMD,1,-3.3754915090603688,1,2026-04-28 05:27:37
72,gemini,2026-04-27,day,INTC,2,1.5776260591746323,1,2026-04-28 05:27:37
73,gemini,2026-04-27,day,MRNA,3,-3.8119697105659727,1,2026-04-28 05:27:37
74,gemini,2026-04-27,day,DPZ,4,-1.806897650065165,0,2026-04-28 05:27:37
75,gemini,2026-04-27,day,VZ,5,-0.6957660319025472,1,2026-04-28 05:27:37
91,gemini,2026-04-27,overnight,BP,1,1.6532,1,2026-04-28 07:09:45
92,gemini,2026-04-27,overnight,CDNS,2,-1.6996,0,2026-04-28 07:09:45
93,gemini,2026-04-27,overnight,TMUS,3,3.4254,1,2026-04-28 07:09:45
94,gemini,2026-04-27,overnight,IWM,4,-0.1155,0,2026-04-28 07:09:45
95,gemini,2026-04-27,overnight,MRNA,5,3.963,0,2026-04-28 07:09:45
66,grok,2026-04-27,day,CDNS,1,1.7290372692293856,1,2026-04-28 05:27:37
67,grok,2026-04-27,day,NUE,2,0.42974503039819034,0,2026-04-28 05:27:37
68,grok,2026-04-27,day,CLS,3,0.2516912202198179,1,2026-04-28 05:27:37
69,grok,2026-04-27,day,DPZ,4,-1.806897650065165,0,2026-04-28 05:27:37
70,grok,2026-04-27,day,AMKR,5,-4.556355493370862,1,2026-04-28 05:27:37
81,grok,2026-04-27,overnight,CDNS,1,-1.6996,0,2026-04-28 07:09:45
82,grok,2026-04-27,overnight,NUE,2,-0.4279,1,2026-04-28 07:09:45
83,grok,2026-04-27,overnight,CLS,3,-0.2511,0,2026-04-28 07:09:45
84,grok,2026-04-27,overnight,SBUX,4,0.9398,0,2026-04-28 07:09:45
85,grok,2026-04-27,overnight,BP,5,1.6532,1,2026-04-28 07:09:45
101,chatgpt,2026-04-28,day,SPOT,1,-2.4269635489817416,1,2026-04-28 23:00:04
102,chatgpt,2026-04-28,day,MRNA,2,-3.3818436050772767,1,2026-04-28 23:00:04
103,chatgpt,2026-04-28,day,ARM,3,0.6740251991174463,1,2026-04-28 23:00:04
104,chatgpt,2026-04-28,day,TTE,4,-0.36121040811080796,0,2026-04-28 23:00:04
105,chatgpt,2026-04-28,day,SBUX,5,-1.218526133967918,0,2026-04-28 23:00:04
106,chatgpt,2026-04-28,overnight,SBUX,1,4.852,0,2026-04-29 22:23:42
107,chatgpt,2026-04-28,overnight,BKNG,2,-4.7814,0,2026-04-29 22:23:42
108,chatgpt,2026-04-28,overnight,TMUS,3,3.7757,0,2026-04-29 22:23:42
109,chatgpt,2026-04-28,overnight,STX,4,15.3619,1,2026-04-29 22:23:42
110,chatgpt,2026-04-28,overnight,WELL,5,0.1354,0,2026-04-29 22:23:42
111,claude,2026-04-28,day,OXY,1,0.8778006017635851,1,2026-04-28 23:00:04
112,claude,2026-04-28,day,AMD,2,3.634466198021042,0,2026-04-28 23:00:04
113,claude,2026-04-28,day,SNAP,3,-0.8333365122477213,0,2026-04-28 23:00:04
114,claude,2026-04-28,day,MRNA,4,-3.3818436050772767,1,2026-04-28 23:00:04
115,claude,2026-04-28,day,COIN,5,2.0504780325179084,0,2026-04-28 23:00:04
116,claude,2026-04-28,overnight,TTE,1,0.8404,1,2026-04-29 22:23:42
117,claude,2026-04-28,overnight,V,2,8.7617,1,2026-04-29 22:23:42
118,claude,2026-04-28,overnight,QQQ,3,0.1566,0,2026-04-29 22:23:42
119,claude,2026-04-28,overnight,SBUX,4,4.852,0,2026-04-29 22:23:42
120,claude,2026-04-28,overnight,STX,5,15.3619,1,2026-04-29 22:23:42
121,gemini,2026-04-28,day,MRNA,1,-3.3818436050772767,1,2026-04-28 23:00:04
122,gemini,2026-04-28,day,SCLX,2,0.43668428396062753,0,2026-04-28 23:00:04
123,gemini,2026-04-28,day,SPOT,3,-2.4269635489817416,1,2026-04-28 23:00:04
124,gemini,2026-04-28,day,BP,4,-0.32258392662130375,0,2026-04-28 23:00:04
125,gemini,2026-04-28,day,MSTR,5,1.1969506649570612,1,2026-04-28 23:00:04
126,gemini,2026-04-28,overnight,BP,1,0.9493,1,2026-04-29 22:23:42
127,gemini,2026-04-28,overnight,QQQ,2,0.1566,0,2026-04-29 22:23:42
128,gemini,2026-04-28,overnight,SPOT,3,-0.0115,1,2026-04-29 22:23:42
129,gemini,2026-04-28,overnight,AMC,4,-1.8293,1,2026-04-29 22:23:42
130,gemini,2026-04-28,overnight,SBUX,5,4.852,0,2026-04-29 22:23:42
131,grok,2026-04-28,day,SPOT,1,-2.4269635489817416,1,2026-04-28 23:00:04
132,grok,2026-04-28,day,SBUX,2,-1.218526133967918,1,2026-04-28 23:00:04
133,grok,2026-04-28,day,GLW,3,1.2972445306596736,1,2026-04-28 23:00:04
134,grok,2026-04-28,day,UPST,4,-0.4242405746922348,0,2026-04-28 23:00:04
135,grok,2026-04-28,day,TMUS,5,0.837070295990186,1,2026-04-28 23:00:04
136,grok,2026-04-28,overnight,SBUX,1,4.852,0,2026-04-29 22:23:42
137,grok,2026-04-28,overnight,TMUS,2,3.7757,1,2026-04-29 22:23:42
138,grok,2026-04-28,overnight,BKNG,3,-4.7814,0,2026-04-29 22:23:42
139,grok,2026-04-28,overnight,GOOG,4,-0.5813,1,2026-04-29 22:23:42
140,grok,2026-04-28,overnight,BP,5,0.9493,1,2026-04-29 22:23:42
141,chatgpt,2026-04-29,day,COIN,1,-2.958300004554741,1,2026-04-29 21:20:33
142,chatgpt,2026-04-29,day,TTE,2,0.4847755364679165,1,2026-04-29 21:20:33
144,chatgpt,2026-04-29,day,AZN,4,0.6904824243099987,1,2026-04-29 21:20:33
145,chatgpt,2026-04-29,day,PLTR,5,-1.2807622756777228,1,2026-04-29 21:20:33
143,chatgpt,2026-04-29,day,SAVA,3,-3.19,1,2026-04-29 22:23:44
146,chatgpt,2026-04-29,overnight,META,1,-7.4426,1,2026-04-30 13:38:44
147,chatgpt,2026-04-29,overnight,GOOGL,2,6.9212,1,2026-04-30 13:38:44
148,chatgpt,2026-04-29,overnight,MSFT,3,-3.2211,0,2026-04-30 13:38:44
149,chatgpt,2026-04-29,overnight,KLAC,4,-7.362,0,2026-04-30 13:38:44
150,chatgpt,2026-04-29,overnight,AMZN,5,3.8017,0,2026-04-30 13:38:44
151,claude,2026-04-29,day,TTE,1,0.5719282491979142,1,2026-04-29 20:05:04
152,claude,2026-04-29,day,COIN,2,-2.958300004554741,1,2026-04-29 20:05:04
153,claude,2026-04-29,day,QCOM,3,3.004293921057502,0,2026-04-29 20:05:04
154,claude,2026-04-29,day,SLB,4,-1.3898722623485122,0,2026-04-29 20:05:04
155,claude,2026-04-29,day,SMCI,5,-2.619506387091566,1,2026-04-29 20:05:04
156,claude,2026-04-29,overnight,GOOGL,1,6.9212,1,2026-04-30 13:38:44
157,claude,2026-04-29,overnight,COP,2,-1.7544,0,2026-04-30 13:38:44
158,claude,2026-04-29,overnight,META,3,-7.4426,1,2026-04-30 13:38:44
159,claude,2026-04-29,overnight,MSFT,4,-3.2211,0,2026-04-30 13:38:44
160,claude,2026-04-29,overnight,IWM,5,0.6763,0,2026-04-30 13:38:44
161,gemini,2026-04-29,day,TTE,1,0.4847755364679165,1,2026-04-29 21:20:33
162,gemini,2026-04-29,day,COIN,2,-2.958300004554741,1,2026-04-29 21:20:33
163,gemini,2026-04-29,day,SPOT,3,3.004293921057502,0,2026-04-29 21:20:33
164,gemini,2026-04-29,day,SMCI,4,-1.3810176799197456,0,2026-04-29 21:20:33
165,gemini,2026-04-29,day,UPST,5,-2.619506387091566,1,2026-04-29 21:20:33
166,gemini,2026-04-29,overnight,META,1,-7.4426,1,2026-04-30 13:38:44
167,gemini,2026-04-29,overnight,COP,2,-1.7544,0,2026-04-30 13:38:44
168,gemini,2026-04-29,overnight,GOOGL,3,6.9212,1,2026-04-30 13:38:44
169,gemini,2026-04-29,overnight,TTE,4,-0.4824,0,2026-04-30 13:38:44
170,gemini,2026-04-29,overnight,QCOM,5,10.1667,0,2026-04-30 13:38:44
171,grok,2026-04-29,day,QCOM,1,3.004293921057502,0,2026-04-29 20:05:04
172,grok,2026-04-29,day,TTE,2,0.5719282491979142,1,2026-04-29 20:05:04
173,grok,2026-04-29,day,KLAC,3,-0.7161223213477802,0,2026-04-29 20:05:04
174,grok,2026-04-29,day,UPST,4,-4.259331830069115,0,2026-04-29 20:05:04
175,grok,2026-04-29,day,AZN,5,0.7394120940073515,0,2026-04-29 20:05:04
176,grok,2026-04-29,overnight,GOOGL,1,6.9212,1,2026-04-30 13:38:44
177,grok,2026-04-29,overnight,MSFT,2,-3.2211,0,2026-04-30 13:38:44
178,grok,2026-04-29,overnight,META,3,-7.4426,1,2026-04-30 13:38:44
179,grok,2026-04-29,overnight,AAPL,4,0.1221,1,2026-04-30 13:38:44
180,grok,2026-04-29,overnight,QCOM,5,10.1667,0,2026-04-30 13:38:44
181,chatgpt,2026-04-30,day,LLY,1,3.980391443153602,1,2026-04-30 20:05:04
182,chatgpt,2026-04-30,day,META,2,-1.196479056393263,1,2026-04-30 20:05:04
183,chatgpt,2026-04-30,day,COIN,3,3.3975759700295884,0,2026-04-30 20:05:04
184,chatgpt,2026-04-30,day,AVGO,4,0.4596658915599196,1,2026-04-30 20:05:04
185,chatgpt,2026-04-30,day,SAVA,5,1.3889,0,2026-05-01 13:38:01
186,chatgpt,2026-04-30,overnight,AAPL,1,2.7971,1,2026-05-01 13:38:02
187,chatgpt,2026-04-30,overnight,AMGN,2,-3.9648,0,2026-05-01 13:38:02
188,chatgpt,2026-04-30,overnight,SNDK,3,-3.419,0,2026-05-01 13:38:02
189,chatgpt,2026-04-30,overnight,LLY,4,-3.8327,0,2026-05-01 13:38:02
190,chatgpt,2026-04-30,overnight,WDC,5,-6.5912,0,2026-05-01 13:38:02
191,claude,2026-04-30,day,QCOM,1,4.492029089541461,0,2026-04-30 20:05:04
192,claude,2026-04-30,day,MA,2,-0.28741570010530226,0,2026-04-30 20:05:04
193,claude,2026-04-30,day,LLY,3,3.980391443153602,0,2026-04-30 20:05:04
194,claude,2026-04-30,day,GLD,4,-0.3738177344195795,0,2026-04-30 20:05:04
195,claude,2026-04-30,day,PH,5,1.4542443411690849,1,2026-04-30 20:05:04
196,claude,2026-04-30,overnight,AAPL,1,2.7971,1,2026-05-01 13:38:02
197,claude,2026-04-30,overnight,IWM,2,-1.7412,0,2026-05-01 13:38:02
198,claude,2026-04-30,overnight,LLY,3,-3.8327,0,2026-05-01 13:38:02
199,claude,2026-04-30,overnight,CAT,4,-3.7613,0,2026-05-01 13:38:02
200,claude,2026-04-30,overnight,COP,5,-0.9898,1,2026-05-01 13:38:02
201,gemini,2026-04-30,day,META,1,-1.196479056393263,1,2026-04-30 20:05:04
202,gemini,2026-04-30,day,CAT,2,3.9830492654591447,1,2026-04-30 20:05:04
203,gemini,2026-04-30,day,PLTR,3,0.45856254114280637,1,2026-04-30 20:05:04
204,gemini,2026-04-30,day,ETSY,4,-4.616298773283553,0,2026-04-30 20:05:04
205,gemini,2026-04-30,day,COP,5,0.9354745668885941,0,2026-04-30 20:05:04
206,gemini,2026-04-30,overnight,AAPL,1,2.7971,1,2026-05-01 13:38:02
207,gemini,2026-04-30,overnight,AMC,2,2.6316,1,2026-05-01 13:38:02
208,gemini,2026-04-30,overnight,XOM,3,-1.2311,1,2026-05-01 13:38:02
209,gemini,2026-04-30,overnight,QQQ,4,0.2127,1,2026-05-01 13:38:02
210,gemini,2026-04-30,overnight,LLY,5,-3.8327,0,2026-05-01 13:38:02
211,grok,2026-04-30,day,LLY,1,3.980391443153602,1,2026-04-30 20:05:04
212,grok,2026-04-30,day,COP,2,0.9354745668885941,1,2026-04-30 20:05:04
213,grok,2026-04-30,day,SMCI,3,1.8208835893593904,0,2026-04-30 20:05:04
214,grok,2026-04-30,day,PH,4,1.4542443411690849,1,2026-04-30 20:05:04
215,grok,2026-04-30,day,BMY,5,4.992201658298997,0,2026-04-30 20:05:04
216,grok,2026-04-30,overnight,AAPL,1,2.7971,1,2026-05-01 13:38:02
217,grok,2026-04-30,overnight,AMGN,2,-3.9648,0,2026-05-01 13:38:02
218,grok,2026-04-30,overnight,WDC,3,-6.5912,1,2026-05-01 13:38:02
219,grok,2026-04-30,overnight,XOM,4,-1.2311,1,2026-05-01 13:38:02
220,grok,2026-04-30,overnight,CVX,5,-1.5829,1,2026-05-01 13:38:02
221,chatgpt,2026-05-01,day,MRNA,1,-1.9027050121410471,1,2026-05-01 20:05:04
222,chatgpt,2026-05-01,day,XOM,2,0.13105101070854833,0,2026-05-01 20:05:04
223,chatgpt,2026-05-01,day,SMCI,3,-1.9189017760370863,0,2026-05-01 20:05:04
224,chatgpt,2026-05-01,day,LYB,4,0.8340096544584032,1,2026-05-01 20:05:04
225,chatgpt,2026-05-01,day,AMC,5,-4.276311764921788,1,2026-05-01 20:05:04
226,chatgpt,2026-05-01,overnight,LYB,1,-0.8668,0,2026-05-04 13:38:08
227,chatgpt,2026-05-01,overnight,EL,2,8.4489,0,2026-05-04 13:38:08
228,chatgpt,2026-05-01,overnight,CVX,3,0.3515,0,2026-05-04 13:38:08
229,chatgpt,2026-05-01,overnight,AON,4,4.8169,1,2026-05-04 13:38:08
230,chatgpt,2026-05-01,overnight,TRP,5,0.9314,0,2026-05-04 13:38:08
231,claude,2026-05-01,day,MSTR,1,3.732544903741291,1,2026-05-01 20:05:04
232,claude,2026-05-01,day,EL,2,-7.773252975109012,1,2026-05-01 20:05:04
233,claude,2026-05-01,day,CVX,3,-0.3711483024258443,1,2026-05-01 20:05:04
234,claude,2026-05-01,day,PLTR,4,0.5408487143142979,1,2026-05-01 20:05:04
235,claude,2026-05-01,day,LLY,5,1.5564527431473816,1,2026-05-01 20:05:04
236,claude,2026-05-01,overnight,MSTR,1,2.2287,1,2026-05-04 13:38:08
237,claude,2026-05-01,overnight,QQQ,2,0.0727,1,2026-05-04 13:38:08
238,claude,2026-05-01,overnight,CVX,3,0.3515,0,2026-05-04 13:38:08
239,claude,2026-05-01,overnight,COIN,4,4.1621,1,2026-05-04 13:38:08
240,claude,2026-05-01,overnight,PLTR,5,2.6133,1,2026-05-04 13:38:08
241,gemini,2026-05-01,day,CVX,1,-0.3711483024258443,1,2026-05-01 20:05:04
242,gemini,2026-05-01,day,PLTR,2,0.5408487143142979,1,2026-05-01 20:05:04
243,gemini,2026-05-01,day,MSTR,3,3.732544903741291,1,2026-05-01 20:05:04
244,gemini,2026-05-01,day,MRNA,4,-1.9027050121410471,1,2026-05-01 20:05:04
245,gemini,2026-05-01,day,D,5,-0.8294571277707121,1,2026-05-01 20:05:04
246,gemini,2026-05-01,overnight,CVX,1,0.3515,0,2026-05-04 13:38:08
247,gemini,2026-05-01,overnight,XOM,2,-0.0917,1,2026-05-04 13:38:08
248,gemini,2026-05-01,overnight,MSTR,3,2.2287,1,2026-05-04 13:38:08
249,gemini,2026-05-01,overnight,QQQ,4,0.0727,1,2026-05-04 13:38:08
250,gemini,2026-05-01,overnight,TRP,5,0.9314,0,2026-05-04 13:38:08
251,grok,2026-05-01,day,XOM,1,0.13105101070854833,0,2026-05-01 20:05:04
252,grok,2026-05-01,day,EL,2,-7.773252975109012,1,2026-05-01 20:05:04
253,grok,2026-05-01,day,CHD,3,-2.5336330600128685,0,2026-05-01 20:05:04
254,grok,2026-05-01,day,NVT,4,-3.2501498713961787,0,2026-05-01 20:05:04
255,grok,2026-05-01,day,CVX,5,-0.3711483024258443,1,2026-05-01 20:05:04
256,grok,2026-05-01,overnight,PLTR,1,2.6133,1,2026-05-04 13:38:08
257,grok,2026-05-01,overnight,VRTX,2,-0.0448,0,2026-05-04 13:38:08
258,grok,2026-05-01,overnight,WMB,3,1.0723,0,2026-05-04 13:38:08
259,grok,2026-05-01,overnight,FANG,4,0.8909,0,2026-05-04 13:38:08
260,grok,2026-05-01,overnight,QQQ,5,0.0727,1,2026-05-04 13:38:08
261,chatgpt,2026-05-04,day,PLTR,1,-1.22096110704272,0,2026-05-04 20:05:03
262,chatgpt,2026-05-04,day,SMCI,2,1.7122014582565819,1,2026-05-04 20:05:03
263,chatgpt,2026-05-04,day,MRNA,3,4.368931058184571,0,2026-05-04 20:05:03
264,chatgpt,2026-05-04,day,COIN,4,1.897494428945143,1,2026-05-04 20:05:03
265,chatgpt,2026-05-04,day,VRTX,5,1.4443147661270952,1,2026-05-04 20:05:03
266,chatgpt,2026-05-04,overnight,PLTR,1,-3.9273,0,2026-05-05 13:38:26
267,chatgpt,2026-05-04,overnight,FANG,2,-1.7268,0,2026-05-05 13:38:26
268,chatgpt,2026-05-04,overnight,VRTX,3,0.9468,1,2026-05-05 13:38:26
269,chatgpt,2026-05-04,overnight,ON,4,-4.3022,0,2026-05-05 13:38:26
270,chatgpt,2026-05-04,overnight,TSN,5,-5.1345,1,2026-05-05 13:38:26
271,claude,2026-05-04,day,PLTR,1,-1.22096110704272,0,2026-05-04 20:05:03
272,claude,2026-05-04,day,COIN,2,1.897494428945143,1,2026-05-04 20:05:03
273,claude,2026-05-04,day,SMCI,3,1.7122014582565819,1,2026-05-04 20:05:03
274,claude,2026-05-04,day,GOOGL,4,-0.6171731589028582,1,2026-05-04 20:05:03
275,claude,2026-05-04,day,ON,5,-2.707853177215898,1,2026-05-04 20:05:03
276,claude,2026-05-04,overnight,PLTR,1,-3.9273,0,2026-05-05 13:38:26
277,claude,2026-05-04,overnight,FANG,2,-1.7268,0,2026-05-05 13:38:26
278,claude,2026-05-04,overnight,SHOP,3,-8.6633,1,2026-05-05 13:38:26
279,claude,2026-05-04,overnight,ON,4,-4.3022,1,2026-05-05 13:38:26
280,claude,2026-05-04,overnight,WMB,5,-0.0928,0,2026-05-05 13:38:26
281,gemini,2026-05-04,day,PLTR,1,-1.22096110704272,0,2026-05-04 20:05:03
282,gemini,2026-05-04,day,GOOGL,2,-0.6171731589028582,1,2026-05-04 20:05:03
283,gemini,2026-05-04,day,SMCI,3,1.7122014582565819,1,2026-05-04 20:05:03
284,gemini,2026-05-04,day,TSN,4,5.41244819568683,0,2026-05-04 20:05:03
285,gemini,2026-05-04,day,FANG,5,2.0000011653490453,0,2026-05-04 20:05:03
286,gemini,2026-05-04,overnight,PLTR,1,-3.9273,0,2026-05-05 13:38:26
287,gemini,2026-05-04,overnight,FANG,2,-1.7268,0,2026-05-05 13:38:26
288,gemini,2026-05-04,overnight,SHOP,3,-8.6633,1,2026-05-05 13:38:26
289,gemini,2026-05-04,overnight,QQQ,4,0.7535,0,2026-05-05 13:38:26
290,gemini,2026-05-04,overnight,PFE,5,-0.2281,0,2026-05-05 13:38:26
291,grok,2026-05-04,day,PLTR,1,-1.22096110704272,0,2026-05-04 20:05:03
292,grok,2026-05-04,day,VRTX,2,1.4443147661270952,1,2026-05-04 20:05:03
293,grok,2026-05-04,day,FANG,3,2.0000011653490453,0,2026-05-04 20:05:03
294,grok,2026-05-04,day,STRL,4,-1.554334058015913,0,2026-05-04 20:05:03
295,grok,2026-05-04,day,WMB,5,0.14269419108768397,0,2026-05-04 20:05:03
296,grok,2026-05-04,overnight,PLTR,1,-3.9273,0,2026-05-05 13:38:26
297,grok,2026-05-04,overnight,VRTX,2,0.9468,1,2026-05-05 13:38:26
298,grok,2026-05-04,overnight,FANG,3,-1.7268,1,2026-05-05 13:38:26
299,grok,2026-05-04,overnight,AMD,4,2.8957,1,2026-05-05 13:38:26
300,grok,2026-05-04,overnight,WMB,5,-0.0928,1,2026-05-05 13:38:26
301,chatgpt,2026-05-05,day,SHOP,1,-7.626611275734307,0,2026-05-05 20:05:05
302,chatgpt,2026-05-05,day,PLTR,2,-3.1234212490617903,1,2026-05-05 20:05:05
303,chatgpt,2026-05-05,day,AMD,3,1.0898378538160824,1,2026-05-05 20:05:05
304,chatgpt,2026-05-05,day,COIN,4,-4.868425147882605,0,2026-05-05 20:05:05
305,chatgpt,2026-05-05,day,OXY,5,-0.41928721174004197,1,2026-05-05 20:05:05
306,chatgpt,2026-05-05,overnight,AMD,1,15.1551,1,2026-05-06 13:38:38
307,chatgpt,2026-05-05,overnight,ANET,2,3.9831,1,2026-05-06 13:38:38
308,chatgpt,2026-05-05,overnight,SMCI,3,13.1872,0,2026-05-06 13:38:38
309,chatgpt,2026-05-05,overnight,SHOP,4,1.4122,1,2026-05-06 13:38:38
310,chatgpt,2026-05-05,overnight,EMR,5,-0.0434,0,2026-05-06 13:38:38
